,2,3,4,5,6,7,8,9,10,11,12,13
2,1,1,1,1,1,1,1,1,1,1,1,1
3,1,2,2,1,3,2,1,3,4,3,2,5
4,2,1,2,2,1,1,3,1,1,3,1,1
5,1,2,1,4,5,4,6,1,4,3,8,5
6,3,1,6,2,3,2,7,2,2,2,2,2
7,1,2,3,5,6,6,6,11,2,1,5,6
8,3,1,5,4,3,7,3,5,3,6,4,9
9,2,2,3,5,14,2,4,12,5,6,6,6
10,5,1,1,4,7,8,7,14,7,8,7,5
11,1,2,5,4,4,14,7,7,11,10,6,5
12,6,1,6,2,10,9,24,13,5,21,11,32
13,3,2,6,4,1,12,4,5,9,14,10,10
